# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
9991|semen|semen|noun|semen|-|C1|male reproductory fluid
9994|harness|harness|noun|arnés|-|C1|restraint or support
9995|slate|slate|noun|pizarra|-|C1|rock
9998|necessity|necessity|noun|necesidad|-|C1|-
10001|orderly|orderly|adj|metódico|-|C2|methodical; systematic
10004|scold|scold|verb|regañar|retar;reñir|C2|-
10005|certainty|certainty|noun|certeza|-|C2|state of being certain
10009|trek|trek|verb|jornada|-|C2|-
10010|patron|patron|noun|cliente|-|C2|customer
10012|reel|reel|noun|carrete|-|C2|Spool
10013|typewriter|typewriter|noun|máquina de escribir|-|C2|machine used to print text by pressing keys
10016|utmost|utmost|adj|descollante|sobresaliente;extremado;sumo|C2|The most extreme, ultimate
10018|patsy|patsy|noun|cabeza de turco|-|C2|a person who is taken advantage of
10023|remotely|remotely|adv|remotamente|-|C2|at a distance, far away
10024|glee|glee|noun|alegría|-|C2|-
10025|revolver|revolver|noun|revólver|-|C2|a handgun with revolving chambers
10027|woof|woof|noun|ladro|-|C2|sound of a dog
10028|brunch|brunch|noun|brunch|-|C2|a meal
10029|dwell|dwell|verb|habitar|morar|C2|live, reside
10030|coyote|coyote|noun|coyote|-|C2|canine
10031|squat|squat|noun|cuclilla|sentadilla|C2|weightlifting: exercise
10032|manic|manic|adj|maniático|-|C2|-
10033|groove|groove|noun|rutina|hábito|C2|fixed routine
10036|mailbox|mailbox|noun|buzón|-|C2|box into which mail is put
10038|lynch|lynch|verb|linchar|-|C2|execute without a proper legal trial
10039|scrape|scrape|noun|apuro|-|C2|awkward set of circumstances
10042|conventional|conventional|adj|convencional|-|C2|following an accepted principle
10045|transaction|transaction|noun|transacción|-|C2|-
10049|ignition|ignition|noun|encendido|-|C2|system for activating combustion in an engine
10052|epidemic|epidemic|noun|epidemia|-|C2|occurrence of such disease
10054|shaggy|shaggy|adj|pelo largo|pelo despeinado;pelo suelto|C2|-
10057|statistics|statistics|noun|estadística|-|C2|collection of measurements
10062|flashing|flashing|noun|flaseo|flashing|C2|exposing one's naked body, or part of it
10063|destructive|destructive|adj|destructivo|-|C2|causing destruction; damaging
10069|solitude|solitude|noun|soledad|solitud|C2|state of being alone
10070|panther|panther|noun|pantera negra|-|C2|big cat with black fur
10075|omega|omega|noun|omega|-|C2|letter of the Greek alphabet
10079|liability|liability|noun|responsabilidad|-|C2|debt
10081|hunk|hunk|noun|pedazo|-|C2|large piece of something
10082|trout|trout|noun|trucha|-|C2|fish
10085|repent|repent|verb|arrepentirse|-|C2|-
10086|prosperity|prosperity|noun|prosperidad|-|C2|-
10087|literary|literary|adj|literario|-|C2|relating to literature
10090|martyr|martyr|noun|mártir|-|C2|-
10091|northwest|northwest|adj|del noroeste|-|C2|-
10093|privileged|privileged|adj|privilegiado|-|C2|having special privileges
10095|excess|excess|noun|exceso|-|C2|state of surpassing limits
10096|unemployment|unemployment|noun|desempleo|paro|C2|joblessness
10097|viking|viking|noun|vikingo|-|C2|One of the Scandinavian seafaring warriors
10100|install|install|verb|instalar|-|C2|set something up for use
10101|arrogance|arrogance|noun|arrogancia|soberbia;altanería;altivez|C2|-
10102|jeopardy|jeopardy|noun|peligro|riesgo|C2|danger of loss, harm, or failure
10103|hacker|hacker|noun|hacker|-|C2|-
10106|reset|reset|verb|reiniciar|-|C2|to set back to the initial state
10108|dependent|dependent|adj|dependiente|-|C2|relying upon; depending upon
10115|abnormal|abnormal|adj|anormal|-|C2|not conforming to rule or system
10116|bandage|bandage|noun|venda|vendaje|C2|medical binding
10117|heed|heed|verb|importar|-|C2|to mind
10120|bullying|bullying|noun|vejación|ultraje;acoso;hostigamiento|C2|act of intimidating a weaker person
10121|charter|charter|noun|carta fundacional|-|C2|-
10124|litter|litter|noun|camada|-|C2|animals born in one birth
10132|generate|generate|verb|generar|-|C2|to bring into being
10139|probable|probable|adj|probable|-|C2|likely to be true
10143|vicinity|vicinity|noun|cercanías|inmediaciones;proximidad;cercanía|C2|-
10144|flank|flank|noun|costado|-|C2|flesh between the last rib and the hip
10147|functioning|functioning|noun|funcionamiento|-|C2|-
10149|predictable|predictable|adj|predecible|-|C2|able to be predicted
10152|expansion|expansion|noun|expansión|-|C2|act of expanding
10157|scarlet|scarlet|noun|escarlata|-|C2|colour
10166|madeleine|madeleine|noun|magdalena|-|C2|small gateau
10168|haste|haste|noun|sopetón|prisa|C2|speedy or quick action
10169|existing|existing|adj|existente|-|C2|that exists
10171|commotion|commotion|noun|conmoción|-|C2|state of turbulent motion
10172|belonging|belonging|noun|pertenencia|-|C2|the action of the verb to belong
10173|extinct|extinct|adj|extinto|-|C2|having died out
10175|bumper|bumper|noun|parachoques|bómper;bumper;defensa|C2|impact absorber in an automobile
10177|mare|mare|noun|yegua|-|C2|female horse
10180|heist|heist|noun|robo|-|C2|a robbery or burglary
10181|cynical|cynical|adj|cínico|-|C2|-
10182|input|input|noun|insumo|-|C2|something fed into a process
10186|expired|expired|adj|caducado|vencido|C2|that is no longer valid
10188|slash|slash|noun|barra|-|C2|symbol
10193|exaggerate|exaggerate|verb|exagerar|-|C2|to overstate, to describe more than is fact
10195|pineapple|pineapple|noun|piña|ananás|C2|fruit
10203|thorn|thorn|noun|thorn|-|C2|-
10206|workout|workout|noun|entrenamiento|-|C2|-
10207|extraterrestrial|extraterrestrial|adj|extraterrestre; alienígena|-|C2|originating from outside of the Earth
10217|vacant|vacant|adj|vacante|-|C2|not occupied
10218|infantry|infantry|noun|infantería|-|C2|soldiers who fight on foot
10220|booking|booking|noun|reserva|-|C2|-
10225|purity|purity|noun|pureza|-|C2|the state of being pure
10227|militia|militia|noun|milicia|-|C2|-
10228|mechanics|mechanics|noun|mecánica|-|C2|a branch of physics
10232|hasty|hasty|adj|apresurado|de prisa;arrebatado;atropellado|C2|acting in haste; being too hurried or quick
10233|colorful|colorful|adj|lleno|de color|C2|interesting, multifaceted
10234|ramp|ramp|noun|rampa|-|C2|inclined surface
10235|boulevard|boulevard|noun|bulevar|-|C2|broad, landscaped thoroughfare
10237|intriguing|intriguing|adj|curioso|fascinante;intrigante|C2|causing a desire to know more
10238|rook|rook|noun|torre|-|C2|chesspiece
10241|atm|atm|noun|cajero automático|-|C2|Automated Teller Machine
10242|acquire|acquire|verb|obtener|-|C2|to get
10250|pi|pi|noun|pi|-|C2|irrational mathematical constant
10252|debut|debut|noun|debut|-|C2|a performer's first-time performance to the public
10254|occupy|occupy|verb|ocupar|-|C2|-
10259|cod|cod|noun|bacalao|-|C2|marine fish of the family Gadidae
10260|clarity|clarity|noun|claridad|-|C2|the state or measure of being clear
10261|daft|daft|adj|loco|-|C2|insane, mad
10262|islamic|islamic|adj|islámico|-|C2|Adjectival form of Islam
10265|grumpy|grumpy|adj|gruñón|-|C2|unhappy and/or irritable
10268|eddy|eddy|noun|contracorriente|revesa;remolino|C2|-
10275|sermon|sermon|noun|sermón|-|C2|religious discourse
10281|greasy|greasy|adj|grasiento|grasoso;graso;resbaloso|C2|having a slippery surface
10285|anatomy|anatomy|noun|anatomía|-|C2|-
10287|straightforward|straightforward|adj|franco|sencillo|C2|not deviating; honest; frank
10288|prejudice|prejudice|noun|prejuicio|-|C2|any preconceived opinion
10291|milky|milky|adj|lechoso|-|C2|resembling milk in color or consistency
10294|premiere|premiere|noun|estreno|-|C2|-
10296|cinnamon|cinnamon|noun|canelo|-|C2|any of related trees in the genus
10298|referee|referee|noun|árbitro|réferi|C2|sport: umpire, judge, the supervisor of a game
10299|threshold|threshold|noun|umbral|entrada|C2|entrance
10306|torpedo|torpedo|noun|torpedo|raya eléctrica|C2|fish
10308|housewife|housewife|noun|ama de casa|-|C2|female head of household
10310|fossil|fossil|noun|fósil|-|C2|The mineralized remains of an animal or plant
10312|abdomen|abdomen|noun|abdomen|vientre|C2|belly
10313|soak|soak|verb|empapar|remojar|C2|-
10320|educational|educational|adj|educativo|-|C2|Of or pertaining to education
10322|resurrection|resurrection|noun|resurrección|-|C2|-
10323|latte|latte|noun|latte|-|C2|-
10325|politically|politically|adv|políticamente|-|C2|in a political manner
10330|rejection|rejection|noun|rechazo|-|C2|the act of rejecting
10331|clutch|clutch|noun|cloch|cloche;clutch;croche|C2|A device to interrupt power transmission
10332|fusion|fusion|noun|fusión|-|C2|merging of elements into a union
10333|gloomy|gloomy|adj|oscuro|-|C2|affected with, or expressing, gloom; melancholy
10334|madly|madly|adv|alocadamente|-|C2|in a mad manner
10337|lighthouse|lighthouse|noun|faro|-|C2|-
10339|chronic|chronic|adj|crónico|-|C2|inveterate or habitual
10342|sustain|sustain|verb|sostener|-|C2|to maintain something
10347|valet|valet|noun|mánager|-|C2|A female performer in professional wrestling
10351|southeast|southeast|adj|sudeste|del sudeste|C2|-
10352|condemn|condemn|verb|condenar|-|C2|to confer eternal divine punishment upon
10353|resemblance|resemblance|noun|semejanza|similitud;parecido|C2|comparison
10355|wed|wed|verb|casar|casarse con|C2|-
10358|avatar|avatar|noun|avatar|emblema;símbolo|C2|A digital representation of a person or being
10359|wireless|wireless|adj|inalámbrico|-|C2|-
10360|paddle|paddle|noun|pala|-|C2|double-bladed oar used for kayaking
10364|itch|itch|noun|picazón|escozor;picor;comezón|C2|-
10365|gibberish|gibberish|noun|algarabía|farfulla;monserga|C2|unintelligible speech or writing
10366|ingredient|ingredient|noun|ingrediente|-|C2|substance present in a mixture
10369|withdrawal|withdrawal|noun|retirada|-|C2|-
10372|sexuality|sexuality|noun|sexualidad|-|C2|concern with or interest in sexual activity
10375|considerate|considerate|adj|considerado|-|C2|thoughtful
10376|sovereign|sovereign|adj|soberano|-|C2|exercising power of rule
10380|clarify|clarify|verb|clarificar|aclarar|C2|to make clear
10381|immature|immature|adj|inmaduro|-|C2|childish
10386|dairy|dairy|noun|tiendita|minisúper;supercito|C2|corner-store, superette or 'mini-mart' of some description
10387|attach|attach|verb|anexar|adjuntar|C2|to fasten, to join to
10390|spectacle|spectacle|noun|espectáculo|-|C2|something exhibited to view
10394|allegiance|allegiance|noun|fidelidad|lealtad|C2|loyalty to some cause, nation or ruler
10395|slope|slope|noun|pendiente|cuesta|C2|-
10397|awareness|awareness|noun|conciencia|-|C2|the state of consciousness
10407|paste|paste|noun|engrudo|cola|C2|-
10410|typically|typically|adv|típicamente|-|C2|in a typical manner
10411|eclipse|eclipse|verb|eclipsar|-|C2|-
10417|revenue|revenue|noun|recaudación|-|C2|all income for some treasury by taxation e.a.
10420|user|user|noun|usuario|-|C2|one who uses something, a consumer
10423|undoubtedly|undoubtedly|adv|sin duda|-|C2|without doubt
10426|dent|dent|verb|abollar|-|C2|-
10428|spiral|spiral|noun|hélice|-|C2|helix
10435|touchdown|touchdown|noun|touchdown|-|C2|football score
10437|posh|posh|adj|pijo|-|C2|associated with the upper classes
10438|correction|correction|noun|corrección|-|C2|act of correcting
10440|chubby|chubby|adj|gordito|-|C2|of a person, somewhat fat
10441|manifest|manifest|adj|manifiesto|evidente|C2|-
10445|genie|genie|noun|genio|-|C2|a fictional magical being
10447|witchcraft|witchcraft|noun|brujería|-|C2|the practice of witches
10450|symphony|symphony|noun|sinfonía|-|C2|piece of orchestral music
10451|traumatic|traumatic|adj|traumático|-|C2|of, caused by, or causing trauma
10454|frequent|frequent|adj|frecuente|-|C2|done or occurring often
10457|affecting|affecting|adj|conmovedor|-|C2|producing strong emotions
10458|spacecraft|spacecraft|noun|nave espacial|astronave|C2|vehicle that travels through space
10459|negotiation|negotiation|noun|negociación|-|C2|process of achieving agreement
10463|calculate|calculate|verb|calcular|-|C2|-
10464|fiddle|fiddle|noun|ajuste|arreglo|C2|adjustment
10467|persistent|persistent|adj|persistente|-|C2|refusing to give up
10468|despicable|despicable|adj|desdeñable|despreciable|C2|deserving to be despised
10469|bruise|bruise|verb|magullar|-|C2|-
10472|mischief|mischief|noun|travesura|diablura;daño;maldad|C2|-
10476|arc|arc|noun|curva|-|C2|curve
10477|ripper|ripper|noun|destripador|-|C2|-
10480|cognac|cognac|noun|coñac|-|C2|type of brandy
10484|imbecile|imbecile|noun|imbécil|-|C2|fool
10486|cove|cove|noun|ensenada|-|C2|-
10487|lair|lair|noun|guarida|-|C2|of an animal
10489|stepfather|stepfather|noun|padrastro|-|C2|-
10492|congregation|congregation|noun|congregación|-|C2|-
10497|outrage|outrage|noun|indignación|rabia;cólera|C2|anger
10501|funk|funk|noun|funk|-|C2|A genre of popular music
10504|captive|captive|noun|preso|-|C2|a person held prisoner
10507|cee|cee|noun|ce|-|C2|name of the letter C, c
10509|canteen|canteen|noun|cantina|-|C2|small cafeteria or snack bar
10510|credibility|credibility|noun|credibilidad|-|C2|-
10511|disconnected|disconnected|adj|desconectado|-|C2|-
10513|controversial|controversial|adj|controversial|controvertido|C2|arousing controversy
10514|enthusiastic|enthusiastic|adj|entusiasmado|entusiástico|C2|with zealous fervor; excited, motivated
10516|cork|cork|noun|corcho|-|C2|-
10518|acute|acute|adj|grave|-|C2|urgent
10519|icy|icy|adj|helado|-|C2|pertaining to, resembling, or abounding in ice
10520|wormhole|wormhole|noun|agujero de gusano|-|C2|a hole burrowed by a worm
10521|flyer|flyer|noun|volante|-|C2|leaflet, often for advertising
10522|bladder|bladder|noun|vejiga|-|C2|flexible sac in zoology
10523|caretaker|caretaker|noun|conserje|portero|C2|-
10526|programming|programming|noun|programación|-|C2|activity of writing a computer program
10527|grape|grape|noun|uva|-|C2|fruit
10530|metallic|metallic|adj|metálico|-|C2|made of metal
10532|seldom|seldom|adv|raramente|rara vez|C2|infrequently, rarely
10535|poetic|poetic|adj|poético|-|C2|characteristic of poets
10539|duct|duct|noun|conducto|-|C2|-
10541|insensitive|insensitive|adj|insensible|-|C2|-
10544|nonetheless|nonetheless|adv|no obstante|sin embargo|C2|nevertheless
10547|composition|composition|noun|composición|-|C2|-
10549|indulge|indulge|verb|mimar|consentir|C2|to satisfy the wishes or whims of
10550|wrench|wrench|noun|tirón|-|C2|twisting movement
10551|flaw|flaw|noun|imperfección|desperfecto|C2|defect, fault
10552|messiah|messiah|noun|mesías|-|C2|ordained to lead the people of Israel
10554|accustomed|accustomed|adj|acostumbrado|-|C2|familiar
10555|napkin|napkin|noun|servilleta|-|C2|serviette
10557|doorway|doorway|noun|entrada|-|C2|passage of a door
10558|muddy|muddy|adj|turbio|fangoso;barroso;lodoso|C2|covered with mud
10565|ballistics|ballistics|noun|balística|-|C2|science of the study of falling objects
10567|suction|suction|adj|succionar|chupar|C2|process
10568|hideout|hideout|noun|guarida|escondrijo;escondite|C2|A place to hide
10571|solemn|solemn|adj|solemne|-|C2|performed with great ceremony
10576|carver|carver|noun|tallador|-|C2|one who carves
10579|mosquito|mosquito|noun|mosquito|mosco;plaga;zancudo|C2|small flying insect of the family
10580|fragrance|fragrance|noun|fragancia|aroma|C2|pleasant smell or odour
10583|meadow|meadow|noun|prado|vega|C2|field or pasture
10589|refugee|refugee|noun|refugiado|-|C2|person seeking political asylum
10596|interpretation|interpretation|noun|apreciación|-|C2|-
10599|incomplete|incomplete|adj|incompleto|-|C2|not complete
10600|blimey|blimey|interj|caramba|-|C2|expressing surprise, etc.
10601|titan|titan|noun|titán|-|C2|mythological giant
10602|retard|retard|noun|perecear|-|C2|retardation; delay
10604|dilemma|dilemma|noun|dilema|-|C2|-
10606|prominent|prominent|adj|prominente|-|C2|eminent, distinguished above others
10612|consul|consul|noun|cónsul|-|C2|official who protects the interests of citizens
10613|hairdresser|hairdresser|noun|peluquero|peluquera|C2|professional for haircutting or hairstyling
10616|justified|justified|adj|justificado|-|C2|having a justification
10619|norwegian|norwegian|adj|noruego|noruega|C2|of or pertaining to Norway
10623|intimacy|intimacy|noun|intimidad|-|C2|feeling of closeness and openness towards someone else
10625|examiner|examiner|noun|examinador|-|C2|person who investigates someone or something
10626|qualify|qualify|verb|matizar|-|C2|-
10627|imminent|imminent|adj|inminente|-|C2|-
10629|diesel|diesel|noun|diésel|-|C2|fuel
10630|meditation|meditation|noun|meditación|-|C2|devotional contemplation
10631|bulk|bulk|noun|masa|-|C2|size, mass or volume
10637|paw|paw|noun|garra|zarpa;pata|C2|soft foot of an animal
10638|default|default|noun|mora|-|C2|-
10643|staircase|staircase|noun|escalera|-|C2|stairway
10646|plaster|plaster|noun|ungüento|-|C2|healing paste
10648|amends|amends|noun|compensación|reparación;desagravio|C2|compensation for a loss or injury
10649|fraternity|fraternity|noun|fraternidad|-|C2|group of people associated for a common purpose
10653|armored|armored|adj|blindado|acorazado|C2|clad or equipped with arms or armor
10656|birdie|birdie|noun|pajarito|-|C2|bird, birdling
10657|volcanic|volcanic|adj|volcánico|-|C2|of or pertaining to a volcano
10660|carve|carve|verb|trinchar|-|C2|cut meat
10662|brink|brink|noun|borde|-|C2|edge
10664|martian|martian|adj|marciano|-|C2|of Mars
10665|hybrid|hybrid|adj|híbrido|-|C2|consisting of diverse components
10667|chunk|chunk|noun|trozo|pedazo|C2|a part of something
10670|interrogate|interrogate|verb|interrogar|-|C2|to question or quiz
10673|commerce|commerce|noun|comercio|-|C2|large scale trade
10675|precaution|precaution|noun|precaución|-|C2|-
10676|printer|printer|noun|impresora|-|C2|machine used to print text or images
10679|boob|boob|noun|teta|macoca|C2|-
10680|nagging|nagging|adj|persistente|molesto|C2|causing persistent mild pain
10682|hag|hag|noun|bruja|-|C2|an ugly old woman
10686|transcript|transcript|noun|transcripción|-|C2|something which has been transcribed
